Ticker,Nome delle partecipazioni,% del valore di mercato,Valore di mercato,Face amount,Cedola/Rendimento,Data di scadenza
STANLN,Standard Chartered plc,"0,0238%","645.967,74 €",700.000,"1,20%",23 set 2031
SHBASS,Svenska Handelsbanken AB,"0,0238%","645.606,84 €",700.000,"0,05%",03 set 2026
EMR,Emerson Electric Co.,"0,0238%","644.984,79 €",700.000,"2,00%",15 ott 2029
CTPNV,CTP NV,"0,0238%","644.846,59 €",700.000,"0,63%",27 set 2026
UPMFH,UPM-Kymmene Oyj,"0,0238%","644.663,01 €",750.000,"0,13%",19 nov 2028
ACAFP,Credit Agricole SA,"0,0238%","644.546,15 €",700.000,"0,63%",12 gen 2028
HEIGR,Heidelberg Materials Finance Luxembourg SA,"0,0238%","644.251,74 €",700.000,"1,13%",01 dic 2027
GE,General Electric Co.,"0,0237%","643.291,51 €",710.000,"1,50%",17 mag 2029
ABANCA,Abanca Corp. Bancaria SA,"0,0237%","643.215,68 €",600.000,"5,88%",02 apr 2030
BABLN,Babcock International Group plc,"0,0237%","643.138,83 €",700.000,"1,38%",13 set 2027
NIBCAP,NIBC Bank NV,"0,0237%","643.006,38 €",700.000,"0,25%",09 set 2026
ALOFP,Alstom SA,"0,0237%","642.966,51 €",700.000,"0,25%",14 ott 2026
VIEFP,Veolia Environnement SA,"0,0237%","642.831,13 €",700.000,"1,25%",15 apr 2028
OTIS,Highland Holdings Sarl,"0,0237%","642.404,76 €",700.000,"0,32%",15 dic 2026
VRLAFP,Verallia SA,"0,0236%","640.883,55 €",700.000,"1,63%",14 mag 2028
BRITEL,British Telecommunications plc,"0,0236%","640.579,86 €",660.000,"2,75%",30 ago 2027
GYCGR,Grand City Properties SA,"0,0236%","640.498,01 €",700.000,"1,50%",22 feb 2027
SAMPFH,Sampo Oyj,"0,0236%","639.982,54 €",750.000,"2,50%",03 set 2052
V,Visa Inc.,"0,0236%","639.355,72 €",700.000,"2,38%",15 giu 2034
TRAGR,Traton Finance Luxembourg SA,"0,0235%","638.238,74 €",800.000,"1,25%",24 mar 2033
AMT,American Tower Corp.,"0,0235%","637.537,50 €",800.000,"1,00%",15 gen 2032
FREGR,Fresenius SE & Co. KGaA,"0,0235%","637.227,72 €",675.000,"2,88%",24 mag 2030
CCEP,CCEP Finance Ireland DAC,"0,0235%","637.028,63 €",750.000,"0,50%",06 set 2029
BRITEL,British Telecommunications plc,"0,0235%","636.987,57 €",725.000,"1,13%",12 set 2029
MRKGR,Merck Financial Services GmbH,"0,0235%","636.742,67 €",700.000,"0,38%",05 lug 2027
BPCEGP,BPCE SA,"0,0235%","636.470,93 €",700.000,"2,38%",26 apr 2032
RBIAV,Raiffeisen Bank International AG,"0,0235%","636.325,93 €",700.000,"2,88%",18 giu 2032
DNBNO,DNB Bank ASA,"0,0235%","636.288,48 €",725.000,"0,25%",23 feb 2029
ISPIM,Intesa Sanpaolo SPA,"0,0235%","636.168,83 €",625.000,"4,38%",29 ago 2027
PLD,Prologis Euro Finance LLC,"0,0235%","636.047,53 €",792.000,"1,50%",08 feb 2034
BNFP,Danone SA,"0,0235%","635.965,50 €",700.000,"1,21%",03 nov 2028
,EXOR NV,"0,0235%","635.920,25 €",650.000,"3,75%",14 feb 2033
GIVNVX,Argentum Netherlands BV for Givaudan SA,"0,0235%","635.918,19 €",700.000,"2,00%",17 set 2030
ULFP,Unibail-Rodamco-Westfield SE,"0,0234%","635.245,02 €",800.000,"1,38%",25 mag 2033
,Virgin Money UK plc,"0,0233%","632.765,39 €",634.000,"4,00%",18 mar 2028
TDCDC,TDC Net A/S,"0,0233%","632.125,87 €",600.000,"6,50%",01 giu 2031
SANUK,Santander UK Group Holdings plc,"0,0233%","631.709,70 €",640.000,"3,53%",25 ago 2028
ATHORA,Athora Holding Ltd.,"0,0233%","631.080,77 €",600.000,"6,63%",16 giu 2028
HEIANA,Heineken NV,"0,0233%","630.733,40 €",700.000,"1,50%",03 ott 2029
REPSM,Repsol International Finance BV,"0,0232%","629.954,05 €",700.000,"0,25%",02 ago 2027
SAPGR,SAP SE,"0,0232%","629.767,85 €",700.000,"1,63%",10 mar 2031
JABHOL,JAB Holdings BV,"0,0232%","629.111,15 €",600.000,"5,00%",12 giu 2033
ANNGR,Vonovia SE,"0,0232%","628.720,21 €",700.000,"2,25%",07 apr 2030
AALLN,Anglo American Capital plc,"0,0232%","628.552,40 €",600.000,"5,00%",15 mar 2031
DUK,Duke Energy Corp.,"0,0232%","628.523,28 €",650.000,"3,10%",15 giu 2028
SPG,Simon International Finance SCA,"0,0232%","628.087,93 €",800.000,"1,13%",19 mar 2033
OTEVFH,Metso Oyj,"0,0232%","627.780,16 €",610.000,"4,88%",07 dic 2027
RBIAV,Raiffeisen Bank International AG,"0,0231%","626.119,06 €",600.000,"7,38%",20 dic 2032
HMBSS,H&M Finance BV,"0,0231%","626.059,88 €",600.000,"4,88%",25 ott 2031
BRK,Berkshire Hathaway Finance Corp.,"0,0231%","625.988,19 €",700.000,"1,50%",18 mar 2030
BKTSM,Bankinter SA,"0,0231%","625.077,51 €",600.000,"4,88%",13 set 2031
AKZANA,Akzo Nobel NV,"0,023%","624.554,97 €",700.000,"1,63%",14 apr 2030
BAYNGR,Bayer AG,"0,023%","624.388,54 €",800.000,"0,63%",12 lug 2031
BNP,BNP Paribas SA,"0,023%","623.637,52 €",700.000,"1,38%",28 mag 2029
EJRAIL,East Japan Railway Co.,"0,023%","623.550,82 €",900.000,"1,10%",15 set 2039
ANNGR,Vonovia SE,"0,0229%","621.922,27 €",700.000,"2,13%",22 mar 2030
JDEPNA,JDE Peet's NV,"0,0229%","621.889,73 €",700.000,"0,63%",09 feb 2028
UMGVYV,Groupe VYV,"0,0229%","621.434,30 €",700.000,"1,63%",02 lug 2029
PRXNA,Prosus NV,"0,0229%","621.396,79 €",700.000,"1,54%",03 ago 2028
UCAJLN,Unicaja Banco SA,"0,0229%","621.011,03 €",600.000,"5,13%",21 feb 2029
,STG Global Finance BV,"0,0229%","620.947,32 €",650.000,"1,38%",24 set 2025
WFC,Wells Fargo & Co.,"0,0229%","620.790,03 €",750.000,"0,63%",14 ago 2030
CMARK,Credit Mutuel Arkea SA,"0,0229%","620.754,85 €",600.000,"4,25%",01 dic 2032
ERFFP,Eurofins Scientific SE,"0,0229%","620.285,33 €",600.000,"4,75%",06 set 2030
JDEPNA,JDE Peet's NV,"0,0229%","620.225,41 €",800.000,"1,13%",16 giu 2033
PEP,PepsiCo Inc.,"0,0229%","619.887,97 €",900.000,"0,88%",16 ott 2039
ENIIM,Eni SPA,"0,0229%","619.571,20 €",700.000,"2,75%",31 dic 2049
MGCN,Magna International Inc.,"0,0228%","619.378,43 €",600.000,"4,38%",17 mar 2032
LSELN,London Stock Exchange Group plc,"0,0228%","619.027,06 €",680.000,"1,75%",19 set 2029
TRNIM,Terna - Rete Elettrica Nazionale,"0,0228%","618.833,57 €",650.000,"1,00%",10 apr 2026
T,AT&T Inc.,"0,0228%","618.498,04 €",650.000,"3,38%",15 mar 2034
CESSPO,Ceska sporitelna AS,"0,0228%","618.337,26 €",600.000,"5,74%",08 mar 2028
CESSPO,Ceska sporitelna AS,"0,0228%","618.310,45 €",600.000,"5,94%",29 giu 2027
,Nordea Bank Abp,"0,0228%","617.687,57 €",600.000,"4,88%",23 feb 2034
NOKIA,Nokia Oyj,"0,0228%","617.527,06 €",616.000,"4,38%",21 ago 2031
HOFP,Thales SA,"0,0228%","617.418,84 €",600.000,"4,25%",18 ott 2031
SWEDA,Swedbank AB,"0,0228%","617.319,18 €",700.000,"0,20%",12 gen 2028
IGYGY,E.ON International Finance BV,"0,0228%","617.048,94 €",540.000,"5,75%",14 feb 2033
VOD,Vodafone Group plc,"0,0228%","616.973,55 €",700.000,"1,63%",24 nov 2030
,Bank of Ireland Group plc,"0,0227%","615.621,10 €",600.000,"4,63%",13 nov 2029
EOANGR,E.ON SE,"0,0227%","615.135,12 €",800.000,"0,88%",18 ott 2034
ARCAD,Arcadis NV,"0,0227%","615.026,32 €",600.000,"4,88%",28 feb 2028
ENELIM,Enel Finance International NV,"0,0226%","613.433,96 €",800.000,"1,25%",17 gen 2035
FERSM,Ferrovial SE,"0,0226%","613.292,32 €",600.000,"4,38%",13 set 2030
AKERBP,Aker BP ASA,"0,0226%","613.253,79 €",700.000,"1,13%",12 mag 2029
BKTSM,Bankinter SA,"0,0226%","613.120,22 €",600.000,"4,38%",03 mag 2030
FLOEPT,Floene Energias SA,"0,0226%","612.846,71 €",600.000,"4,88%",03 lug 2028
REDEXS,Redexis Gas Finance BV,"0,0226%","612.713,60 €",650.000,"1,88%",27 apr 2027
ULFP,Unibail-Rodamco-Westfield SE,"0,0226%","611.524,25 €",700.000,"1,88%",15 gen 2031
TOYOTA,Toyota Finance Australia Ltd.,"0,0225%","611.267,43 €",683.000,"0,44%",13 gen 2028
VOWIBA,Volksbank Wien AG,"0,0225%","611.008,54 €",600.000,"4,75%",15 mar 2027
CRELAN,Crelan SA,"0,0225%","610.760,18 €",600.000,"5,38%",31 ott 2025
SRTGR,Sartorius Finance BV,"0,0225%","610.721,49 €",600.000,"4,38%",14 set 2029
MBGGR,Mercedes-Benz International Finance BV,"0,0225%","610.678,62 €",660.000,"0,63%",06 mag 2027
MIZUHO,Mizuho Financial Group Inc.,"0,0225%","610.130,54 €",700.000,"0,47%",06 set 2029
PKNPW,ORLEN SA,"0,0225%","609.616,69 €",600.000,"4,75%",13 lug 2030
EJRAIL,East Japan Railway Co.,"0,0225%","609.603,82 €",700.000,"1,85%",13 apr 2033
CCHLN,Coca-Cola HBC Finance BV,"0,0225%","609.328,23 €",700.000,"1,63%",14 mag 2031
ATIM,ASTM SPA,"0,0225%","609.119,52 €",700.000,"1,50%",25 gen 2030
VW,Volkswagen Bank GmbH,"0,0225%","609.044,08 €",600.000,"4,38%",03 mag 2028
SANSCF,Santander Consumer Finance SA,"0,0225%","608.903,40 €",600.000,"4,13%",05 mag 2028
DGFP,Autoroutes du Sud de la France SA,"0,0225%","608.855,26 €",700.000,"1,38%",21 feb 2031
BDX,Becton Dickinson Euro Finance Sarl,"0,0225%","608.721,21 €",700.000,"0,33%",13 ago 2028
OPBANK,OP Corporate Bank plc,"0,0225%","608.709,10 €",600.000,"4,13%",18 apr 2027
,Leasys SPA,"0,0224%","608.661,40 €",600.000,"4,63%",16 feb 2027
SANUK,Santander UK Group Holdings plc,"0,0224%","608.480,49 €",700.000,"0,60%",13 set 2029
SUFP,Schneider Electric SE,"0,0224%","608.434,45 €",700.000,"0,25%",11 mar 2029
,BPCE SA,"0,0224%","608.430,01 €",600.000,"4,88%",26 feb 2036
EDPPL,EDP Servicios Financieros Espana SA,"0,0224%","608.051,52 €",600.000,"4,13%",04 apr 2029
MDLZ,Mondelez International Holdings Netherlands BV,"0,0224%","607.224,61 €",900.000,"1,25%",09 set 2041
ABIBB,Anheuser-Busch InBev SA/NV,"0,0224%","607.167,65 €",675.000,"1,50%",18 apr 2030
WERFEN,Werfen SA/Spain,"0,0224%","606.997,15 €",600.000,"4,63%",06 giu 2028
ERSTBK,Erste Group Bank AG,"0,0224%","606.824,98 €",600.000,"4,00%",16 gen 2031
MCD,McDonald's Corp.,"0,0224%","606.659,57 €",600.000,"4,13%",28 nov 2035
AARB,Aareal Bank AG,"0,0224%","606.554,82 €",700.000,"0,25%",23 nov 2027
INTNED,ING Bank NV,"0,0224%","606.363,38 €",600.000,"4,13%",02 ott 2026
BAWAG,BAWAG PSK Bank fuer Arbeit und Wirtschaft und Oesterreichische Postsparkasse AG,"0,0224%","606.001,28 €",600.000,"4,13%",18 gen 2027
KO,Coca-Cola Co.,"0,0223%","605.877,27 €",900.000,"1,00%",09 mar 2041
WAB,Wabtec Transportation Netherlands BV,"0,0223%","605.630,55 €",660.000,"1,25%",03 dic 2027
,Ellevio AB,"0,0223%","605.555,20 €",600.000,"4,13%",07 mar 2034
ACAFP,Credit Agricole Assurances SA,"0,0223%","605.554,67 €",600.000,"4,75%",27 set 2048
ALDFP,Ayvens SA,"0,0223%","605.531,43 €",600.000,"4,75%",13 ott 2025
BMW,BMW Finance NV,"0,0223%","605.333,33 €",625.000,"1,00%",29 ago 2025
SMDSLN,DS Smith plc,"0,0223%","604.932,40 €",600.000,"4,38%",27 lug 2027
KPN,Koninklijke KPN NV,"0,0223%","604.914,35 €",600.000,"3,88%",03 lug 2031
FMUFP,Covivio Hotels SACA,"0,0223%","604.715,78 €",700.000,"1,00%",27 lug 2029
MCD,McDonald's Corp.,"0,0223%","604.469,21 €",600.000,"3,88%",20 feb 2031
ALV,Autoliv Inc.,"0,0223%","604.410,56 €",600.000,"4,25%",15 mar 2028
T,AT&T Inc.,"0,0223%","604.162,45 €",600.000,"3,95%",30 apr 2031
DTRGR,Daimler Truck International Finance BV,"0,0223%","604.083,93 €",600.000,"3,88%",19 giu 2029
PEP,PepsiCo Inc.,"0,0223%","604.055,43 €",650.000,"0,75%",18 mar 2027
BNFP,Danone SA,"0,0223%","604.044,17 €",600.000,"3,71%",13 nov 2029
DLR,Digital Intrepid Holding BV,"0,0223%","603.813,05 €",750.000,"1,38%",18 lug 2032
RBIAV,Raiffeisen Bank International AG,"0,0223%","603.252,88 €",600.000,"4,75%",26 gen 2027
AMT,American Tower Corp.,"0,0222%","602.770,53 €",600.000,"4,13%",16 mag 2027
HANRUE,Hannover Rueck SE,"0,0222%","602.708,86 €",700.000,"1,75%",08 ott 2040
AARB,Aareal Bank AG,"0,0222%","602.370,64 €",600.000,"4,50%",25 lug 2025
,Skandinaviska Enskilda Banken AB,"0,0222%","602.320,69 €",600.000,"4,50%",27 nov 2034
,Hamburg Commercial Bank AG,"0,0222%","602.153,70 €",600.000,"4,75%",02 mag 2029
VLTO,Veralto Corp.,"0,0222%","601.724,19 €",600.000,"4,15%",19 set 2031
,JDE Peet's NV,"0,0222%","601.715,24 €",600.000,"4,13%",23 gen 2030
ARRFP,APRR SA,"0,0222%","600.563,08 €",700.000,"0,13%",18 gen 2029
,Raiffeisenbank AS,"0,0221%","600.257,76 €",600.000,"4,96%",05 giu 2030
LIN,Linde plc,"0,0221%","599.915,08 €",600.000,"3,63%",12 giu 2034
ADNA,Koninklijke Ahold Delhaize NV,"0,0221%","599.863,09 €",600.000,"3,50%",04 apr 2028
ABNANV,ABN AMRO Bank NV,"0,0221%","599.670,30 €",600.000,"3,63%",10 gen 2026
FDX,FedEx Corp.,"0,0221%","599.386,55 €",700.000,"0,45%",04 mag 2029
,Stora Enso Oyj,"0,0221%","599.258,83 €",600.000,"4,00%",01 giu 2026
COLSM,Inmobiliaria Colonial Socimi SA,"0,0221%","598.806,77 €",700.000,"0,75%",22 giu 2029
,Nykredit Realkredit AS,"0,0221%","598.805,17 €",600.000,"3,88%",05 lug 2027
ENGIFP,Engie SA,"0,0221%","598.642,33 €",600.000,"3,63%",06 dic 2026
BASGR,BASF SE,"0,0221%","598.297,63 €",600.000,"3,75%",29 giu 2032
RIFP,Pernod Ricard SA,"0,0221%","598.232,77 €",600.000,"3,75%",02 nov 2032
VW,Volkswagen International Finance NV,"0,0221%","598.055,26 €",600.000,"3,75%",28 set 2027
RDSALN,Shell International Finance BV,"0,022%","597.559,82 €",900.000,"0,88%",08 nov 2039
,Australia Pacific Airports Melbourne Pty Ltd.,"0,022%","597.376,58 €",600.000,"4,00%",07 giu 2034
INTNED,ING Groep NV,"0,022%","597.176,62 €",700.000,"0,88%",29 nov 2030
CASSIM,Genertel SPA,"0,022%","597.121,81 €",600.000,"4,25%",14 dic 2047
,Fortive Corp.,"0,022%","597.018,85 €",600.000,"3,70%",15 ago 2029
EDENFP,Edenred SE,"0,022%","596.970,80 €",600.000,"3,63%",13 dic 2026
,Werfen SA/Spain,"0,022%","596.970,59 €",600.000,"4,25%",03 mag 2030
VIEFP,Veolia Environnement SA,"0,022%","596.823,50 €",700.000,"1,63%",21 set 2032
,Volksbank Wien AG,"0,022%","596.772,05 €",600.000,"5,75%",21 giu 2034
PG,Procter & Gamble Co.,"0,022%","596.554,69 €",600.000,"3,25%",02 ago 2031
NGGLN,National Grid plc,"0,022%","596.443,90 €",800.000,"0,75%",01 set 2033
,Ford Motor Credit Co. LLC,"0,022%","596.325,43 €",600.000,"4,17%",21 nov 2028
HOTGR,HOCHTIEF AG,"0,022%","596.217,99 €",700.000,"0,63%",26 apr 2029
,National Bank of Canada,"0,022%","596.047,75 €",600.000,"3,75%",02 mag 2029
,ANZ New Zealand Int'l Ltd./London,"0,022%","595.817,42 €",600.000,"3,53%",24 gen 2028
UNANA,Unilever Finance Netherlands BV,"0,022%","595.720,72 €",600.000,"3,50%",23 feb 2035
BMW,BMW Finance NV,"0,022%","595.521,96 €",600.000,"3,25%",22 lug 2030
PCAR,PACCAR Financial Europe BV,"0,022%","595.471,40 €",600.000,"3,25%",29 nov 2025
VW,Volkswagen Leasing GmbH,"0,0219%","595.082,47 €",700.000,"0,63%",19 lug 2029
JNJ,Johnson & Johnson,"0,0219%","594.998,26 €",650.000,"1,15%",20 nov 2028
,Kraft Heinz Foods Co.,"0,0219%","594.976,42 €",600.000,"3,50%",15 mar 2029
WPPLN,WPP Finance SA,"0,0219%","594.885,24 €",590.000,"4,13%",30 mag 2028
,Prologis Euro Finance LLC,"0,0219%","594.045,78 €",600.000,"4,00%",05 mag 2034
,PVH Corp.,"0,0219%","593.970,41 €",600.000,"4,13%",16 lug 2029
F,Ford Motor Credit Co. LLC,"0,0219%","593.738,71 €",600.000,"3,25%",15 set 2025
,Engie SA,"0,0219%","593.655,32 €",600.000,"3,63%",06 mar 2031
ESSITY,Essity Capital BV,"0,0219%","593.167,01 €",600.000,"3,00%",21 set 2026
NGGLN,National Grid Electricity Distribution East Midlands plc,"0,0219%","593.026,28 €",600.000,"3,53%",20 set 2028
,Mediobanca Banca di Credito Finanziario SPA,"0,0219%","592.823,53 €",600.000,"3,88%",04 lug 2030
,Siemens Financieringsmaatschappij NV,"0,0219%","592.414,51 €",600.000,"3,00%",22 nov 2028
,Enel Finance International NV,"0,0218%","592.290,50 €",600.000,"3,38%",23 lug 2028
,Wienerberger AG,"0,0218%","592.217,56 €",600.000,"2,75%",04 giu 2025
BUPFIN,BUPA Finance plc,"0,0218%","592.018,69 €",569.000,"5,00%",12 ott 2030
JABHOL,JAB Holdings BV,"0,0218%","591.848,14 €",800.000,"2,25%",19 dic 2039
,Alimentation Couche-Tard Inc.,"0,0218%","591.529,72 €",600.000,"3,65%",12 mag 2031
,T-Mobile USA Inc.,"0,0218%","591.333,81 €",600.000,"3,85%",08 mag 2036
ATHORA,Athora Netherlands NV,"0,0218%","590.980,62 €",600.000,"5,38%",31 ago 2032
,Engie SA,"0,0218%","590.966,55 €",600.000,"4,25%",06 mar 2044
KERFP,Kering SA,"0,0218%","590.746,44 €",600.000,"3,25%",27 feb 2029
BSX,American Medical Systems Europe BV,"0,0218%","590.735,01 €",700.000,"1,88%",08 mar 2034
AZJAU,Aurizon Network Pty Ltd.,"0,0218%","590.583,70 €",600.000,"3,13%",01 giu 2026
HEIBOS,Heimstaden Bostad Treasury BV,"0,0218%","590.137,65 €",800.000,"0,75%",06 set 2029
UCGIM,UniCredit SPA,"0,0218%","589.741,03 €",665.000,"0,80%",05 lug 2029
BFCM,Banque Federative du Credit Mutuel SA,"0,0217%","589.609,83 €",700.000,"0,75%",17 gen 2030
,Assicurazioni Generali SPA,"0,0217%","588.592,58 €",600.000,"3,21%",15 gen 2029
FIREIT,2i Rete Gas SPA,"0,0217%","587.647,31 €",600.000,"2,19%",11 set 2025
SMDSLN,DS Smith plc,"0,0217%","587.118,09 €",575.000,"4,50%",27 lug 2030
LLY,Eli Lilly & Co.,"0,0217%","587.039,74 €",850.000,"1,70%",01 nov 2049
BPCEGP,BPCE SA,"0,0216%","586.138,13 €",600.000,"2,88%",22 apr 2026
AKEFP,Arkema SA,"0,0216%","586.104,83 €",600.000,"3,50%",23 gen 2031
CCAMA,Caisse Nationale de Reassurance Mutuelle Agricole Groupama,"0,0216%","585.516,32 €",600.000,"3,38%",24 set 2028
,Air Lease Corp.,"0,0216%","585.167,58 €",600.000,"3,70%",15 apr 2030
T,AT&T Inc.,"0,0216%","584.935,85 €",600.000,"3,55%",17 dic 2032
TDFINF,TDF Infrastructure SASU,"0,0216%","584.297,31 €",600.000,"2,50%",07 apr 2026
GBLBBB,Groupe Bruxelles Lambert NV,"0,0215%","583.856,81 €",600.000,"3,13%",06 set 2029
,Kering SA,"0,0215%","583.497,64 €",600.000,"3,63%",11 mar 2036
MQGAU,Macquarie Group Ltd.,"0,0215%","583.025,35 €",700.000,"0,95%",21 mag 2031
LSELN,Lseg Netherlands BV,"0,0215%","582.846,23 €",750.000,"0,75%",06 apr 2033
IMBLN,Imperial Brands Finance Netherlands BV,"0,0215%","582.579,82 €",733.000,"1,75%",18 mar 2033
BMO,Bank of Montreal,"0,0215%","582.475,13 €",600.000,"2,75%",15 giu 2027
APAAU,APA Infrastructure Ltd.,"0,0215%","581.647,88 €",650.000,"2,00%",15 lug 2030
CMZB,Commerzbank AG,"0,0214%","581.368,86 €",600.000,"1,13%",19 set 2025
CNHI,CNH Industrial Finance Europe SA,"0,0214%","581.240,11 €",600.000,"1,88%",19 gen 2026
BAMIIM,Banco BPM SPA,"0,0214%","580.678,32 €",568.000,"4,63%",29 nov 2027
LIFP,Klepierre SA,"0,0214%","580.078,48 €",600.000,"1,88%",19 feb 2026
NGGLN,National Grid North America Inc.,"0,0214%","579.985,10 €",700.000,"1,05%",20 gen 2031
GIVNVX,Argentum Netherlands BV for Givaudan SA,"0,0214%","579.757,96 €",600.000,"1,13%",17 set 2025
MLFP,Cie Generale des Etablissements Michelin SCA,"0,0214%","579.604,81 €",600.000,"0,88%",03 set 2025
NGGLN,National Grid plc,"0,0214%","579.591,44 €",600.000,"2,18%",30 giu 2026
BATSLN,BAT International Finance plc,"0,0213%","578.348,86 €",600.000,"3,13%",06 mar 2029
AALLN,Anglo American Capital plc,"0,0213%","578.091,38 €",600.000,"1,63%",11 mar 2026
LIFP,Klepierre SA,"0,0213%","577.675,99 €",700.000,"0,88%",17 feb 2031
DGELN,Diageo Capital BV,"0,0213%","577.653,69 €",675.000,"1,88%",08 giu 2034
DUK,Duke Energy Corp.,"0,0213%","577.497,20 €",600.000,"3,85%",15 giu 2034
ERSTBK,Erste Group Bank AG,"0,0213%","577.222,07 €",600.000,"1,50%",07 apr 2026
BRCORO,Brisa-Concessao Rodoviaria SA,"0,0213%","576.616,70 €",600.000,"2,38%",10 mag 2027
SWEMAT,Swedish Match AB,"0,0213%","576.499,01 €",625.000,"0,88%",26 feb 2027
JAPTOB,JT International Financial Services BV,"0,0213%","576.168,59 €",600.000,"2,38%",07 apr 2081
ICADFP,ICADE,"0,0212%","575.414,68 €",600.000,"1,75%",10 giu 2026
AIFP,Air Liquide Finance SA,"0,0212%","575.175,76 €",600.000,"2,88%",16 set 2032
,Muenchener Hypothekenbank eG,"0,0212%","574.614,49 €",600.000,"0,88%",12 set 2025
ABT,Abbott Ireland Financing DAC,"0,0212%","574.029,07 €",600.000,"1,50%",27 set 2026
AKZANA,Akzo Nobel NV,"0,0212%","573.878,93 €",650.000,"2,00%",28 mar 2032
UCAJLN,Unicaja Banco SA,"0,0212%","573.711,98 €",600.000,"1,00%",01 dic 2026
ALDFP,Ayvens SA,"0,0212%","573.496,70 €",600.000,"1,25%",02 mar 2026
DT,Deutsche Telekom International Finance BV,"0,0212%","573.448,70 €",450.000,"7,50%",24 gen 2033
ANNGR,Vonovia SE,"0,0211%","573.314,56 €",600.000,"1,50%",22 mar 2026
NSANY,Nissan Motor Co. Ltd.,"0,0211%","573.296,29 €",600.000,"3,20%",17 set 2028
DGFP,Autoroutes du Sud de la France SA,"0,0211%","573.285,89 €",600.000,"1,13%",20 apr 2026
DT,Deutsche Telekom International Finance BV,"0,0211%","573.211,51 €",600.000,"1,13%",22 mag 2026
SGOFP,Cie de Saint-Gobain SA,"0,0211%","572.773,81 €",600.000,"1,13%",23 mar 2026
THAMES,Thames Water Utilities Finance plc,"0,0211%","572.700,86 €",660.000,"4,00%",18 apr 2027
TLSAU,Telstra Corp. Ltd.,"0,0211%","572.549,69 €",600.000,"1,13%",14 apr 2026
PRXNA,Prosus NV,"0,0211%","572.124,97 €",600.000,"1,21%",19 gen 2026
ENELIM,Enel Finance International NV,"0,0211%","572.058,02 €",750.000,"1,13%",17 ott 2034
IHGLN,InterContinental Hotels Group plc,"0,0211%","571.631,16 €",600.000,"2,13%",15 mag 2027
BCPPL,Banco Comercial Portugues SA,"0,0211%","570.802,31 €",600.000,"1,13%",12 feb 2027
FREGR,Fresenius Finance Ireland plc,"0,021%","570.653,01 €",600.000,,01 ott 2025
SMINLN,Smiths Group plc,"0,021%","570.405,50 €",600.000,"2,00%",23 feb 2027
GE,General Electric Co.,"0,021%","570.382,59 €",600.000,"1,88%",28 mag 2027
SDZSW,Sandoz Finance BV,"0,021%","570.156,04 €",550.000,"4,50%",17 nov 2033
DOW,Dow Chemical Co.,"0,021%","570.142,05 €",700.000,"1,13%",15 mar 2032
GM,General Motors Financial Co. Inc.,"0,021%","570.140,54 €",600.000,"0,85%",26 feb 2026
BFCM,Groupe des Assurances du Credit Mutuel SADIR,"0,021%","568.978,72 €",700.000,"1,85%",21 apr 2042
GM,General Motors Financial Co. Inc.,"0,021%","568.249,51 €",650.000,"0,65%",07 set 2028
BMW,BMW Finance NV,"0,021%","568.153,96 €",600.000,,11 gen 2026
TRNIM,Terna - Rete Elettrica Nazionale,"0,0209%","567.895,64 €",700.000,"0,38%",25 set 2030
IDSLN,International Distribution Services plc,"0,0209%","567.443,95 €",600.000,"1,25%",08 ott 2026
CMARK,Credit Mutuel Arkea SA,"0,0209%","567.437,15 €",700.000,"0,88%",25 ott 2031
,Erste Group Bank AG,"0,0209%","567.245,42 €",600.000,"0,88%",22 mag 2026
